chave_produto,praca,pontos,alcance,impactos,frequencia
PR37561,SP,1,122502,190155,1.5522639081447598
PR37562,SP,1,122507,190148,1.5521350121421138
PR37564,SP,1,122412,189987,1.552020514838065
PR37563,SP,1,122410,189985,1.5520337324279638
PR36877,SP,1,127032,188725,1.4856447198241083
PR37427,SP,1,112034,187130,1.6702925771274337
PR37426,SP,1,112040,187120,1.6701150408103373
PR37701,SP,1,107341,183552,1.709989887373004
PR34988,SP,1,99559,178424,1.7921351751084147
PR34987,SP,1,99565,178420,1.791985781461685
PR37919,SP,1,108897,175872,1.6150292128937846
PR37918,SP,1,108885,175865,1.6151442066391655
PR37700,SP,1,114144,175615,1.5385395842289487
PR36786,SP,1,117446,169006,1.4390080195547479
PR37485,SP,1,95150,167405,1.7593837194405433
PR37484,SP,1,95154,167403,1.759268334130104
PR34808,SP,1,101728,164860,1.6205946051791886
PR35555,SP,1,107796,164064,1.5219850330656093
PR35554,SP,1,107795,164056,1.5219262118860162
PR35443,SP,1,105377,163361,1.5502569956500107
PR35442,SP,1,105366,163357,1.5503682183123266
PR35753,SP,1,94241,161858,1.71749100899297
PR36379,SP,1,97880,158658,1.6209416872266493
PR35725,SP,1,102430,154933,1.5125693178137187
PR35727,SP,1,102416,154928,1.512728861244135
PR35728,SP,1,102433,154928,1.5124815599174914
PR35726,SP,1,102417,154921,1.5126442437956311
PR36391,SP,1,92361,154899,1.6771081431000094
PR36392,SP,1,92351,154892,1.6771952818250124
PR35594,SP,1,97555,154639,1.5851399634341403
PR35593,SP,1,97548,154628,1.5851439878329268
PR35596,SP,1,97554,154625,1.5850170986176264
PR35595,SP,1,97562,154622,1.5848551596615914
PR34774,SP,1,84696,153761,1.8154494934891343
PR34773,SP,1,84686,153755,1.8155812638657907
PR34803,SP,1,71816,152406,2.122151974084076
PR34802,SP,1,71816,152390,2.1219363408891225
PR35786,SP,1,97023,149839,1.5443688817455787
PR35563,SP,1,96296,146847,1.524951485861349
PR35562,SP,1,96307,146846,1.52476932931605
PR37502,SP,1,92711,146807,1.5834965823941252
PR35591,SP,1,92054,144691,1.5718102562553866
PR35592,SP,1,92042,144686,1.5719449761404944
PR37469,SP,1,83779,138471,1.6528045360809485
PR37468,SP,1,83773,138455,1.6527283871995855
PR36023,SP,1,77479,137439,1.7738893883766236
PR36024,SP,1,77477,137433,1.7738521720589322
PR37727,SP,1,73188,136336,1.862805626616287
PR37728,SP,1,73202,136335,1.8624479149448419
PR36775,SP,1,96127,136217,1.4170570178322204
PR36776,SP,1,96141,136199,1.4166584149044301
PR34848,SP,1,82465,136114,1.6505576609380752
PR34847,SP,1,82452,136111,1.6507808758281848
PR37504,SP,1,85791,135490,1.579299507014558
PR37505,SP,1,85782,135484,1.5793997250017047
PR36371,SP,1,87613,135224,1.5434130115024236
PR37729,SP,1,77556,132865,1.7131478680648766
PR37730,SP,1,77560,132861,1.7130077203286174
PR35564,SP,1,84768,131303,1.5489689368659263
PR35565,SP,1,84779,131297,1.5486890285761197
PR34791,SP,1,80017,129795,1.6220914283986092
PR34790,SP,1,80008,129782,1.6221103419813252
PR37827,SP,1,84769,128470,1.515520177723314
PR37826,SP,1,84783,128468,1.5152549657634018
PR37824,SP,1,81283,122105,1.5022111422475677
PR37825,SP,1,81288,122104,1.5021124780134736
PR35451,SP,1,79234,120656,1.5227734903146832
PR37028,SP,1,76262,118712,1.556637085868498
PR37014,SP,1,71551,115755,1.6177822426065134
PR37015,SP,1,71566,115748,1.6173563377715379
PR36404,SP,1,69807,114798,1.6445046259455485
PR36403,SP,1,69806,114791,1.6444360243072966
PR37232,SP,1,78531,114321,1.4557449343896125
PR37233,SP,1,78542,114313,1.4554337302826144
PR37518,SP,1,74067,110997,1.4985933097764363
PR37517,SP,1,74067,110996,1.4985863618106396
PR36865,SP,1,79666,110029,1.3811209943842206
PR36867,SP,1,79671,110026,1.380996149942627
PR36864,SP,1,79670,110023,1.3809872868176578
PR36866,SP,1,79657,110014,1.3810870824410773
PR34993,SP,1,78611,109164,1.3886554132793907
PR34994,SP,1,78606,109157,1.3886593492149513
PR37492,SP,1,76823,108810,1.4163668780297505
PR37491,SP,1,76832,108809,1.4161864005289437
PR34849,SP,1,67623,108533,1.6049819359091884
PR37566,SP,1,68543,101665,1.483214377730554
PR35014,SP,1,68245,101658,1.4896059310864052
PR35015,SP,1,68249,101646,1.4893305429828119
PR35013,SP,1,68249,101645,1.4893135872292573
PR37476,SP,1,68871,98470,1.429765907897318
PR37477,SP,1,68868,98462,1.4297083549203238
PR37021,SP,1,63398,94807,1.4954244656697697
PR37020,SP,1,63391,94792,1.495342995705583
PR36389,SP,1,53357,91626,1.7172059116225251
PR36390,SP,1,53344,91616,1.7174372646439986
PR37239,SP,1,59000,88744,1.5041154408139392
PR37238,SP,1,59012,88739,1.5037452139498904
PR34996,SP,1,48215,87398,1.81263995616392
PR36757,SP,1,62829,86175,1.3715726067653864
PR36769,SP,1,62818,86167,1.3716908728422819
PR36772,SP,1,62825,86167,1.3715338202179408
PR36756,SP,1,62818,86160,1.3715680386101776
PR36770,SP,1,62820,86158,1.3715009729335987
PR36771,SP,1,62822,86157,1.371443952618295
PR36943,SP,1,55143,85670,1.553587474237881
PR36942,SP,1,55149,85666,1.553344974333589
PR34820,SP,1,57304,84692,1.4779299297978712
PR34819,SP,1,57304,84689,1.4778817799838546
PR34841,SP,1,52725,84558,1.6037466458393237
PR37572,SP,1,57477,80094,1.3934869507970375
PR37573,SP,1,57477,80092,1.393459636102853
PR34854,SP,1,48870,74505,1.5245518791721497
PR34853,SP,1,48874,74504,1.5244173991398764
PR37428,SP,1,49995,74213,1.4844252736768204
PR35461,SP,1,48715,72740,1.4931618652440473
PR35460,SP,1,48707,72731,1.4932342929411135
PR35718,SP,1,46942,70365,1.4989693739170227
PR35719,SP,1,46944,70361,1.4988235013435047
PR37533,SP,1,47921,67700,1.4127439834662179
PR37534,SP,1,47913,67689,1.4127189157070827
PR37506,SP,1,44211,67583,1.528625735352493
PR37507,SP,1,44219,67583,1.528338705347885
PR37456,SP,1,40741,64764,1.5896274925911364
PR37457,SP,1,40741,64759,1.5895138574580114
PR35711,SP,1,41489,64118,1.5454187862710853
PR35710,SP,1,41498,64115,1.545018845254926
PR37219,SP,1,41493,64112,1.5451433876266716
PR35469,SP,1,34070,61709,1.811237441741627
PR37049,SP,1,40917,60843,1.4869924608427199
PR36817,SP,1,39039,59964,1.5360118342437419
PR36816,SP,1,39036,59945,1.5356170882509053
PR34796,SP,1,38357,59860,1.5606080593491118
PR34797,SP,1,38367,59855,1.5600531911011766
PR34795,SP,1,38170,59574,1.5607415914959257
PR34794,SP,1,38174,59569,1.5604693660927687
PR36382,SP,1,39278,57496,1.4637954935149744
PR36401,SP,1,36446,56508,1.5504261961877068
PR36402,SP,1,36456,56504,1.5499036395345074
PR37220,SP,1,34212,54355,1.58877232242028
PR37221,SP,1,34219,54343,1.588096070958807
PR36116,SP,1,32145,52438,1.6313046502570203
PR37575,SP,1,32799,49825,1.5191097124358484
PR37574,SP,1,32797,49811,1.5187544210551993
PR36388,SP,1,29227,47955,1.6407529551518985
PR36387,SP,1,29216,47949,1.6411560271842107
PR36385,SP,1,32484,46585,1.4340723953205876
PR36386,SP,1,32498,46582,1.4333794691650992
PR36818,SP,1,26979,45223,1.6762070459615763
PR36383,SP,1,31494,45172,1.4343071696196101
PR36384,SP,1,31486,45156,1.4341592716303422
PR36945,SP,1,29976,44451,1.4828900458727379
PR36944,SP,1,29988,44438,1.4818523370961938
PR36814,SP,1,26961,43114,1.5991275665887899
PR36815,SP,1,26952,43109,1.5994722545941196
PR36904,SP,1,25632,40744,1.5895962890426885
PR36903,SP,1,25616,40741,1.590440451127761
PR35471,SP,1,20244,38623,1.9077821228857113
PR37920,SP,1,23395,37339,1.5960283441788259
PR37921,SP,1,23406,37327,1.5947968064612468
PR37557,SP,1,26029,35723,1.3724664345924533
PR37556,SP,1,26032,35715,1.371968894362372
PR36755,SP,1,22263,33549,1.5069144626087208
PR36860,SP,1,20957,32647,1.5577777258219894
PR36861,SP,1,20958,32646,1.5576612301043338
PR34984,SP,1,21788,29150,1.337866540853024
PR35452,SP,1,20613,28573,1.3861169903894617
PR37928,SP,1,18288,28123,1.537744324230632
PR37929,SP,1,18289,28121,1.5376065235672285
PR37464,SP,1,13448,25276,1.879513306152678
PR37218,SP,1,16815,25273,1.5029805692102205
PR37493,SP,1,17812,24429,1.3714807343909914
PR37494,SP,1,17828,24421,1.3698127008059162
PR34990,SP,1,16519,24165,1.462794904048359
PR37947,SP,1,15609,23616,1.5129410001095474
PR37946,SP,1,15610,23598,1.511730863718272
PR35450,SP,1,16184,22856,1.412234681778779
PR36372,SP,1,15714,21443,1.3645654955878526
PR36373,SP,1,15710,21431,1.3641455209748925
PR37497,SP,1,13207,19343,1.4646416386387282
PR37498,SP,1,13208,19343,1.4644444057487356
PR37006,SP,1,11596,17055,1.470778302456254
PR37007,SP,1,11598,17049,1.469982136021437
PR35456,SP,1,9885,14251,1.4416125916072808
PR35455,SP,1,9884,14248,1.4415352645881094
PR35453,SP,1,9446,13904,1.4719705711109934
PR35454,SP,1,9450,13898,1.4707228108641202
PR37499,SP,1,9415,13448,1.4283714488425148
PR37500,SP,1,9416,13448,1.4281546789062924
PR37501,SP,1,6705,9886,1.4743251344362625
PR35489,SP,1,4858,6350,1.307130860050388
PR35490,SP,1,4856,6348,1.3072120581906537
PR36399,SP,1,2306,3547,1.5379123499068013
PR36400,SP,1,2309,3545,1.5348096196722731
PR38194,SP,1,2378965,5210050,2.190048682164281
PR36219,SP,1,2111380,4737398,2.2437448710680776
PR36220,SP,1,2111388,4737395,2.2437343338602393
PR38193,SP,1,1745081,3211083,1.8400758162692776
PR38192,SP,1,1745071,3211072,1.8400805642661828
PR37298,SP,1,1671014,3100000,1.8551609489421517
PR37297,SP,1,1671010,3099986,1.8551567687467838
PR36263,SP,1,1716429,3070957,1.7891542491280445
PR36264,SP,1,1716446,3070954,1.7891348608884694
PR36733,SP,1,1267043,3048156,2.405723238206058
PR36736,SP,1,1267030,3048155,2.4057475041323397
PR36735,SP,1,1267034,3048154,2.405739600981006
PR36734,SP,1,1267037,3048147,2.4057270020788173
PR36273,SP,1,1512382,2975694,1.9675542824268335
PR36272,SP,1,1512388,2975694,1.9675466071625458
PR36271,SP,1,1512397,2975691,1.9675332820989935
PR36287,SP,1,1314784,2909849,2.2131765838557627
PR35328,SP,1,1506594,2775818,1.8424453552976197
PR36739,SP,1,1277649,2592105,2.0288070678887573
PR36738,SP,1,1277654,2592094,2.028792063279596
PR36295,SP,1,1294799,2487783,1.9213650084359368
PR38344,SP,1,1080384,2315327,2.143059454477048
PR38345,SP,1,1080384,2315321,2.143053771313806
PR35097,SP,1,1216820,2286116,1.878762996744761
PR35098,SP,1,1216829,2286107,1.8787410414609766
PR35100,SP,1,1215153,2282537,1.8783936002307395
PR35099,SP,1,1215162,2282522,1.8783678861795305
PR36262,SP,1,1223337,2263632,1.8503740442898946
PR36229,SP,1,1333748,2247458,1.6850694786994074
PR36228,SP,1,1333749,2247458,1.6850680779723426
PR36183,SP,1,1111481,2208737,1.987201809203595
PR36184,SP,1,1111494,2208730,1.9871715612609784
PR36185,SP,1,1111482,2208726,1.987188808522179
PR36237,SP,1,1212273,2086426,1.7210857515993088
PR36236,SP,1,1212277,2086419,1.72107357640546
PR36582,SP,1,1076732,2065346,1.918161418662226
PR36581,SP,1,1076718,2065335,1.918175219936045
PR36698,SP,1,1051336,2014049,1.9157045189469388
PR36699,SP,1,1051334,2014041,1.9157002353114354
PR35080,SP,1,1148184,2003807,1.7451958042646267
PR35081,SP,1,1148177,2003805,1.7452050090462028
PR36214,SP,1,943580,1968133,2.085814852525792
PR37337,SP,1,1018369,1863778,1.8301603207347559
PR36221,SP,1,982388,1840200,1.8731895034249328
PR36318,SP,1,889542,1806984,2.031363509873714
PR36317,SP,1,889540,1806977,2.031361165567455
PR36242,SP,1,999539,1800023,1.80085379152105
PR36238,SP,1,995352,1781686,1.7900054015016424
PR36239,SP,1,995338,1781686,1.7900307208031807
PR36241,SP,1,986273,1761865,1.7863856226480355
PR37269,SP,1,853181,1733643,2.031975698850504
PR37268,SP,1,853176,1733631,2.031973339535724
PR36693,SP,1,916677,1688378,1.8418456935684715
PR36694,SP,1,916688,1688374,1.8418196732742504
PR38206,SP,1,783734,1660807,2.1190954222520912
PR35327,SP,1,987087,1657585,1.6792686676094604
PR35326,SP,1,987094,1657584,1.6792560175936988
PR36212,SP,1,996039,1654378,1.6609569857237863
PR36213,SP,1,996044,1654364,1.660934635057399
PR35112,SP,1,933616,1621276,1.7365555715126193
PR37624,SP,1,788217,1618904,2.0538802811899037
PR37623,SP,1,788216,1618900,2.0538770465595544
PR37175,SP,1,779998,1600229,2.0515815299520117
PR37169,SP,1,856610,1596740,1.8640220768785354
PR37170,SP,1,856609,1596735,1.8640190156277932
PR38315,SP,1,644708,1595758,2.475162967074497
PR38316,SP,1,644700,1595754,2.4751870496629413
PR35330,SP,1,928070,1594471,1.7180502393132004
PR35331,SP,1,928070,1594470,1.7180481102277916
PR35332,SP,1,928067,1594465,1.7180497691567924
PR37180,SP,1,790855,1585993,2.005415352145767
PR37179,SP,1,790865,1585988,2.0053821140655956
PR37167,SP,1,749878,1576298,2.1020726519630655
PR37168,SP,1,749884,1576291,2.102044339043974
PR36294,SP,1,1004418,1558704,1.551848024723489
PR36293,SP,1,1004420,1558701,1.5518410418248156
PR36234,SP,1,961771,1553926,1.615691357775537
PR36235,SP,1,961756,1553912,1.615701813718169
PR35643,SP,1,630800,1535874,2.4348005617176423
PR35644,SP,1,630800,1535862,2.4347850210911535
PR36256,SP,1,766168,1496112,1.9527209628390918
PR36255,SP,1,766164,1496108,1.9527241359709813
PR35321,SP,1,683579,1477847,2.161923892701879
PR35322,SP,1,683596,1477844,2.1618671050461553
PR37158,SP,1,728705,1471660,2.019553517433622
PR38343,SP,1,830165,1456377,1.7543205941289421
PR38342,SP,1,830163,1456371,1.7543185670844883
PR36424,SP,1,646540,1454219,2.249230759950611
PR36423,SP,1,646054,1452972,2.248993135010025
PR37303,SP,1,700601,1452798,2.0736453397052697
PR37304,SP,1,700602,1452797,2.0736396920171907
PR35657,SP,1,602028,1434047,2.382027912881745
PR35656,SP,1,602037,1434047,2.381990426609161
PR36248,SP,1,864531,1421467,1.644206230589916
PR36249,SP,1,864533,1421466,1.644200894956748
PR36250,SP,1,864534,1421457,1.6441878472923548
PR38200,SP,1,752886,1409664,1.8723478706413044
PR38201,SP,1,752891,1409658,1.8723270337502995
PR36245,SP,1,854768,1402648,1.6409675863529816
PR36246,SP,1,854769,1402645,1.6409625618162027
PR35319,SP,1,645691,1393597,2.1583009742479042
PR35320,SP,1,645697,1393589,2.158269189299491
PR36192,SP,1,709503,1384405,1.9512322816906746
PR36193,SP,1,709511,1384405,1.9512089693904437
PR37266,SP,1,686108,1372721,2.0007348104973484
PR37267,SP,1,686105,1372715,2.0007351490748353
PR36741,SP,1,749527,1352122,1.8039662710264077
PR36740,SP,1,749522,1352115,1.8039694909148198
PR36456,SP,1,760158,1347793,1.7730434114326818
PR36457,SP,1,760169,1347780,1.7729988843280653
PR37116,SP,1,777114,1346325,1.7324671555152704
PR37117,SP,1,777113,1346320,1.732462589936158
PR37205,SP,1,707319,1343817,1.8998720437238186
PR36690,SP,1,636463,1313560,2.0638423088858624
PR36689,SP,1,636446,1313552,2.063886902598665
PR35089,SP,1,577652,1311972,2.271213236147597
PR35088,SP,1,577657,1311968,2.271185556335314
PR35090,SP,1,577658,1311961,2.271172005137429
PR35091,SP,1,577652,1311960,2.2711942393426297
PR36560,SP,1,697900,1302887,1.8668684768157737
PR37197,SP,1,658918,1284492,1.9493958736013444
PR36540,SP,1,683033,1273765,1.864865256599073
PR38270,SP,1,655700,1242979,1.895652437289045
PR38269,SP,1,655706,1242976,1.895630132632532
PR36541,SP,1,666097,1234604,1.8534877556602107
PR38314,SP,1,555117,1227936,2.212030397601603
PR37105,SP,1,557950,1196954,2.1452708864858585
PR37104,SP,1,557946,1196947,2.145273962138732
PR37102,SP,1,557936,1196943,2.1453038561840003
PR37103,SP,1,557946,1196938,2.1452572166727157
PR37124,SP,1,666445,1195387,1.793677429883499
PR37125,SP,1,666453,1195376,1.7936371654922518
PR36542,SP,1,645732,1176805,1.8224339513562569
PR38317,SP,1,480759,1169293,2.4321811423529285
PR38318,SP,1,480756,1169280,2.432167759031382
PR36702,SP,1,619309,1142380,1.8446046684821626
PR34886,SP,1,678749,1122849,1.6542902343173516
PR34887,SP,1,678750,1122847,1.654285854669648
PR36170,SP,1,632580,1122417,1.7743478825431203
PR36169,SP,1,632575,1122410,1.7743507629093553
PR38320,SP,1,461636,1112524,2.409956080416363
PR38319,SP,1,461639,1112513,2.409919395101944
PR37271,SP,1,620914,1094029,1.761964860666959
PR37272,SP,1,620908,1094019,1.7619666512934828
PR37330,SP,1,647866,1092040,1.6855954261061583
PR37647,SP,1,626892,1091317,1.7408374234023307
PR38353,SP,1,557766,1072642,1.9231006123184164
PR37328,SP,1,632933,1061683,1.6774031471417077
PR37329,SP,1,632922,1061677,1.6774213262371485
PR35615,SP,1,524274,1055696,2.013631513820823
PR35616,SP,1,524292,1055693,2.013556695736611
PR36536,SP,1,523610,1041726,1.9895063376614437
PR37296,SP,1,553737,1041133,1.8801930287124773
PR37295,SP,1,553744,1041120,1.8801454844220487
PR37146,SP,1,581575,1037673,1.7842442964602645
PR37145,SP,1,581578,1037668,1.7842283641581786
PR36209,SP,1,528922,1032940,1.9529159693839295
PR35303,SP,1,542569,1008898,1.8594809446002556
PR35304,SP,1,542563,1008896,1.8595006630841282
PR38225,SP,1,589345,1001419,1.699208070110365
PR38226,SP,1,589332,1001419,1.6992445908828584
PR38245,SP,1,566625,994539,1.7551952574847838
PR38246,SP,1,566629,994538,1.7551842423056678
PR37140,SP,1,532883,985802,1.8499397279120005
PR37139,SP,1,532888,985798,1.8499168193190856
PR34920,SP,1,519593,981217,1.8884321176294048
PR34917,SP,1,519576,981215,1.888492212949984
PR34918,SP,1,519587,981213,1.8884468823097644
PR34919,SP,1,519581,981213,1.8884693565918584
PR37323,SP,1,501176,963252,1.9219821257050083
PR37324,SP,1,501175,963249,1.921978245320914
PR37127,SP,1,435486,956800,2.1970827860338527
PR37128,SP,1,435494,956789,2.197016438628064
PR37586,SP,1,539074,954307,1.7702680006161666
PR38310,SP,1,476563,953005,1.999744923915626
PR38311,SP,1,476566,953005,1.9997326080954805
PR34908,SP,1,465572,949361,2.0391259119760847
PR34907,SP,1,465573,949353,2.0391053703318476
PR37648,SP,1,544187,946966,1.7401470857092687
PR37649,SP,1,544185,946964,1.7401517873405705
PR37141,SP,1,514679,943793,1.8337520991723308
PR37142,SP,1,514687,943789,1.8337139849936916
PR38220,SP,1,517257,943063,1.8231998364296125
PR38219,SP,1,517272,943052,1.8231241060564238
PR37633,SP,1,572221,940841,1.644192574113597
PR37634,SP,1,572219,940834,1.64418464637433
PR37321,SP,1,474966,936089,1.970855478509825
PR37319,SP,1,507639,925107,1.8223698212377584
PR37318,SP,1,507647,925102,1.822330348790787
PR36257,SP,1,511758,924913,1.8073248158719983
PR36258,SP,1,511762,924897,1.8072786685934719
PR35678,SP,1,497288,924727,1.8595381515807619
PR35679,SP,1,497290,924715,1.8595071768277849
PR36537,SP,1,471590,923193,1.9576197129366673
PR37202,SP,1,497515,921658,1.8525225738804474
PR37203,SP,1,490418,911814,1.8592592808583577
PR37204,SP,1,490411,911809,1.8592744205303244
PR34925,SP,1,468397,906998,1.9363853185918767
PR36539,SP,1,468997,903844,1.927182581501689
PR36538,SP,1,468993,903835,1.9271798859818885
PR34901,SP,1,455853,902915,1.9807145476249002
PR34902,SP,1,455853,902912,1.9807061867848448
PR36189,SP,1,524153,901263,1.7194629317532275
PR36187,SP,1,524157,901257,1.7194400510472247
PR36188,SP,1,524168,901255,1.7194007042772117
PR36190,SP,1,524167,901248,1.7193920381844623
PR37143,SP,1,496578,899626,1.81165186915949
PR37144,SP,1,496583,899618,1.8116172750637123
