chave_produto,praca,pontos,alcance,impactos,frequencia
PR35001,SP,1,565210,943505,1.6693002344401142
PR37474,SP,1,509284,941853,1.8493648476645421
PR37473,SP,1,513774,936399,1.8225893960236428
PR37472,SP,1,513775,936392,1.82257091799264
PR37064,SP,1,474970,936089,1.970837851599727
PR37793,SP,1,445192,918920,2.064097398084104
PR37792,SP,1,445183,918919,2.064135858072519
PR36128,SP,1,524832,909766,1.7334421617573996
PR36040,SP,1,499759,899676,1.8002181288283523
PR36038,SP,1,499763,899674,1.8001988859417857
PR36041,SP,1,499754,899671,1.800228212280442
PR36039,SP,1,499758,899662,1.800195062187728
PR37230,SP,1,523252,899150,1.718387749546132
PR37231,SP,1,523255,899133,1.71834690137892
PR35802,SP,1,529308,890910,1.68316000746408
PR35801,SP,1,529303,890904,1.6831641789443124
PR37495,SP,1,500601,889170,1.7762038112909408
PR37496,SP,1,500606,889159,1.7761648144635742
PR36042,SP,1,491538,885172,1.8008191702113
PR36043,SP,1,491537,885161,1.8008000809703832
PR36045,SP,1,491534,885160,1.8008100178286441
PR36044,SP,1,491529,885155,1.8008188724360519
PR36901,SP,1,430525,883135,2.0512963141082854
PR36902,SP,1,430527,883134,2.0512830232556953
PR36047,SP,1,488147,866678,1.7754418687241473
PR36049,SP,1,488153,866677,1.775418097773128
PR36046,SP,1,488152,866673,1.7754138253432121
PR36048,SP,1,488150,866669,1.775414077804421
PR35778,SP,1,520360,865166,1.6626278089115165
PR36898,SP,1,522419,863673,1.6532189575815868
PR37509,SP,1,432400,861622,1.9926491043474361
PR37510,SP,1,432391,861608,1.992659540881971
PR37569,SP,1,496827,861001,1.732999814200945
PR36785,SP,1,519394,858840,1.6535419740680228
PR36783,SP,1,519396,858832,1.6535194864504363
PR36782,SP,1,519399,858830,1.6535064945866622
PR36784,SP,1,519390,858823,1.6535227352563056
PR37228,SP,1,502227,857575,1.7075441196276462
PR37229,SP,1,502225,857575,1.7075524004947422
PR34822,SP,1,426883,850614,1.992613633275719
PR34821,SP,1,426893,850608,1.9925536062369034
PR36108,SP,1,398710,840686,2.1085127151526555
PR36106,SP,1,398705,840683,2.1085322090680383
PR36109,SP,1,398702,840674,2.108524113273139
PR36107,SP,1,398700,840669,2.108522214456725
PR36031,SP,1,451884,839854,1.8585595999828364
PR37225,SP,1,476164,837995,1.7598854287856283
PR37224,SP,1,476149,837988,1.7599288155882404
PR37912,SP,1,417809,834312,1.9968743376160556
PR37913,SP,1,417803,834302,1.9968769287627028
PR37043,SP,1,528751,832710,1.5748598236927642
PR37042,SP,1,528756,832709,1.5748455402928556
PR37471,SP,1,457409,828839,1.8120303317818198
PR37470,SP,1,457414,828831,1.8119913682702231
PR37567,SP,1,473112,822593,1.7386839937815255
PR37568,SP,1,473120,822593,1.7386558529571785
PR35027,SP,1,493545,805072,1.6312024885256216
PR36028,SP,1,415806,797966,1.9190827699198845
PR36027,SP,1,415805,797956,1.9190602192484416
PR35805,SP,1,479690,796684,1.660830550028555
PR35806,SP,1,479674,796670,1.6608570511103669
PR35476,SP,1,432728,786290,1.8170524860593404
PR35478,SP,1,432713,786286,1.8171062064401535
PR35477,SP,1,432720,786282,1.8170664083568548
PR36395,SP,1,357471,786029,2.1988562791407564
PR36394,SP,1,364299,786028,2.157641580790774
PR36396,SP,1,357479,786021,2.1987867950387545
PR36393,SP,1,364297,786013,2.15761451775452
PR37911,SP,1,411291,785121,1.908918691007916
PR37910,SP,1,411287,785107,1.9088995832115614
PR34798,SP,1,414837,784432,1.8909392990259577
PR34801,SP,1,414824,784428,1.8909872452860628
PR34800,SP,1,414817,784426,1.891014338413145
PR34799,SP,1,414822,784422,1.8909852869934018
PR37546,SP,1,433441,784070,1.8089417253252762
PR35742,SP,1,364297,778434,2.136810394322967
PR35743,SP,1,363590,776539,2.135754112919016
PR34992,SP,1,477430,769910,1.6126129569860232
PR34991,SP,1,477423,769905,1.6126250155181854
PR37066,SP,1,471087,769290,1.633010111524356
PR37065,SP,1,471076,769288,1.6330426164056477
PR37068,SP,1,471074,769280,1.6330347476879545
PR37067,SP,1,471078,769276,1.6330117173087422
PR34856,SP,1,412963,764979,1.8524145869957362
PR34857,SP,1,412957,764973,1.8524238740838292
PR35026,SP,1,471502,763255,1.6187729459306097
PR35025,SP,1,471512,763253,1.6187359420404444
PR35024,SP,1,471515,763243,1.618701815377015
PR35023,SP,1,471502,763243,1.6187465502587206
PR36380,SP,1,474405,760149,1.6023221039435664
PR36381,SP,1,474408,760136,1.6022823069034224
PR34989,SP,1,336031,759891,2.2613717934116893
PR34811,SP,1,401814,755290,1.8796978548175853
PR34810,SP,1,401826,755287,1.8796343679421572
PR34812,SP,1,401819,755280,1.879650075036112
PR34809,SP,1,401827,755278,1.8796091645610158
PR35763,SP,1,426005,753323,1.7683434620767535
PR35762,SP,1,426015,753316,1.768284465256215
PR34814,SP,1,400989,752396,1.876349041103201
PR34813,SP,1,401009,752392,1.876247156269123
PR37907,SP,1,463326,750674,1.6201833901643357
PR37906,SP,1,463326,750663,1.6201619726081278
PR37791,SP,1,395515,749228,1.8943076012173063
PR37790,SP,1,395516,749222,1.8942876604548886
PR37061,SP,1,448563,748436,1.6685165705733211
PR37060,SP,1,448566,748418,1.668467760989025
PR36840,SP,1,385483,746528,1.936605040741969
PR36841,SP,1,385484,746528,1.936601105711233
PR35551,SP,1,393475,745085,1.8935981031416718
PR35550,SP,1,393487,745072,1.8935068359648497
PR34789,SP,1,447516,744727,1.6641348409371974
PR34788,SP,1,447532,744711,1.664037629433294
PR37538,SP,1,312183,744483,2.3847633770963093
PR35756,SP,1,371050,736448,1.9847658856828168
PR35745,SP,1,371044,736445,1.9847895427594404
PR35746,SP,1,371040,736442,1.9848042484844313
PR35757,SP,1,371041,736431,1.9847686807995009
PR36844,SP,1,419035,733597,1.7506818998195761
PR36843,SP,1,419024,733594,1.7507215934781017
PR37789,SP,1,408108,732353,1.7945063625673974
PR37788,SP,1,408109,732346,1.7944883070357485
PR36376,SP,1,350883,732331,2.087110054880682
PR36398,SP,1,340114,732124,2.1525805274781207
PR36397,SP,1,340130,732115,2.1524542242596367
PR37803,SP,1,337462,726090,2.151622428214749
PR37802,SP,1,337470,726079,2.1515380410796596
PR36152,SP,1,420651,723510,1.7199766058065327
PR36151,SP,1,420127,722787,1.7204004887752802
PR35780,SP,1,449973,722769,1.606249838046047
PR34771,SP,1,363369,712199,1.959987011568472
PR37900,SP,1,431225,708543,1.643090262292211
PR37901,SP,1,431222,708533,1.6430803504705889
PR35599,SP,1,449759,708492,1.5752689479789923
PR37712,SP,1,365187,702803,1.9244999060208439
PR37711,SP,1,365174,702801,1.9245600478499427
PR37939,SP,1,418136,702581,1.680268462443024
PR37940,SP,1,418139,702580,1.6802527098303162
PR37923,SP,1,423610,695531,1.6419135820494668
PR37922,SP,1,423613,695523,1.6418805746959537
PR37930,SP,1,352202,693071,1.9678235821689165
PR37931,SP,1,352203,693059,1.9677773649172667
PR35567,SP,1,427586,684779,1.601498816812809
PR35566,SP,1,427578,684778,1.6015283702878107
PR37005,SP,1,428363,682819,1.5940192281582202
PR37003,SP,1,428367,682811,1.5939844809490649
PR37004,SP,1,428375,682805,1.593942841212905
PR37002,SP,1,428370,682802,1.5939549739275645
PR36820,SP,1,365850,682133,1.8645135069519858
PR37523,SP,1,430486,677439,1.5736615855496363
PR37524,SP,1,430482,677439,1.5736740982502193
PR37236,SP,1,406711,664028,1.632676858359739
PR37237,SP,1,406702,664028,1.6327123132962165
PR36147,SP,1,374838,659260,1.7587842265685754
PR36148,SP,1,374839,659256,1.7587690574848551
PR35588,SP,1,333571,656227,1.9672751856242934
PR35587,SP,1,333574,656227,1.967259349198684
PR34980,SP,1,396203,645375,1.6288981228637243
PR34979,SP,1,396201,645367,1.6288878606242565
PR34995,SP,1,373590,634413,1.6981518781667517
PR35586,SP,1,320235,633090,1.9769562751268503
PR35585,SP,1,320237,633076,1.9768981691987932
PR36838,SP,1,386026,630022,1.6320712711839775
PR36837,SP,1,386025,630015,1.6320574503411316
PR36839,SP,1,386023,630010,1.6320525945127595
PR37804,SP,1,298996,627291,2.097993632424454
PR37805,SP,1,298992,627284,2.0979958910637913
PR36761,SP,1,381377,627210,1.64458979287259
PR36762,SP,1,381382,627207,1.6445635608035976
PR37798,SP,1,310628,624616,2.0108161139265524
PR37799,SP,1,310630,624606,2.0107718372307355
PR37455,SP,1,406765,624320,1.5348424720749312
PR36932,SP,1,378285,620649,1.6406891400539725
PR36929,SP,1,378288,620644,1.6406654321233072
PR36933,SP,1,378286,620644,1.6406713235751091
PR36931,SP,1,378290,620642,1.6406490274733532
PR36930,SP,1,378273,620633,1.6406995185974522
PR36934,SP,1,378274,620631,1.6406919785374714
PR37508,SP,1,289984,618809,2.1339373397458994
PR37217,SP,1,343511,615511,1.7918197496343506
PR37216,SP,1,343511,615509,1.7918177813284302
PR37537,SP,1,340663,615113,1.8056323142554271
PR36416,SP,1,335244,614763,1.8337778845787867
PR36415,SP,1,335250,614759,1.8337321194993548
PR37466,SP,1,343377,613850,1.7876827346494972
PR37467,SP,1,343372,613847,1.7877037723561382
PR37215,SP,1,343285,609900,1.7766574240176003
PR37214,SP,1,343295,609892,1.7765781650988701
PR37483,SP,1,338561,607277,1.793699614164259
PR36153,SP,1,358671,605642,1.688569424988399
PR36879,SP,1,336189,594163,1.7673465495395648
PR36878,SP,1,336187,594163,1.767358503025396
PR36918,SP,1,367323,591290,1.6097287500785413
PR36917,SP,1,367316,591286,1.609746650668113
PR36914,SP,1,366586,590114,1.6097564062761662
PR36913,SP,1,366597,590111,1.6097001945376643
PR36915,SP,1,366604,590105,1.6096543216604964
PR36911,SP,1,366595,590105,1.6096906769079227
PR36916,SP,1,366584,590098,1.6097193310471871
PR36912,SP,1,366601,590098,1.6096457644352982
PR36881,SP,1,373668,584397,1.5639462773479467
PR36882,SP,1,373667,584397,1.5639496152316512
PR36414,SP,1,319231,582644,1.8251437606685745
PR36413,SP,1,319242,582639,1.8250714238325276
PR36803,SP,1,321988,579796,1.8006757134477076
PR36802,SP,1,321989,579792,1.8006573947813216
PR37450,SP,1,259786,566290,2.1798323783882223
PR37449,SP,1,259795,566281,2.1797204378596944
PR36121,SP,1,347583,563932,1.6224376353704513
PR36122,SP,1,347583,563930,1.6224296496552746
PR35712,SP,1,290216,563795,1.942671813171137
PR35713,SP,1,290201,563789,1.9427527039608703
PR36828,SP,1,286267,561017,1.9597624854450166
PR36827,SP,1,286256,561003,1.9597919868263776
PR36112,SP,1,312234,559211,1.790998805576606
PR36111,SP,1,312221,559210,1.7910690585181246
PR36113,SP,1,312229,559207,1.791012243639598
PR36110,SP,1,312230,559202,1.7909914038293904
PR37536,SP,1,313625,558968,1.7822811642906795
PR37535,SP,1,313642,558967,1.7821781950930324
PR36939,SP,1,293344,556934,1.8985675846741095
PR36941,SP,1,293345,556931,1.8985546889048617
PR36940,SP,1,293342,556928,1.8985574996182795
PR36938,SP,1,293331,556921,1.8986068504347042
PR37551,SP,1,307845,553470,1.7978854369514856
PR37550,SP,1,307853,553464,1.7978200444777115
PR35744,SP,1,280694,552415,1.9680345417846834
PR37807,SP,1,270549,552365,2.041642448970782
PR37806,SP,1,270554,552351,2.041555401337283
PR37435,SP,1,290236,549870,1.894561431495647
PR37436,SP,1,290220,549869,1.8946616434071748
PR35573,SP,1,270332,548265,2.0281176260868063
PR35574,SP,1,270345,548255,2.0279853078141943
PR36909,SP,1,338245,538824,1.5929998154001233
PR36910,SP,1,338243,538819,1.5929960533404668
PR36928,SP,1,337672,538113,1.5935963589784854
PR36922,SP,1,337660,538109,1.593639094483981
PR36927,SP,1,337667,538107,1.5935985522346965
PR36923,SP,1,337663,538102,1.5936023781753876
PR36925,SP,1,337666,538101,1.5935885167690833
PR36921,SP,1,337667,538101,1.5935825730223023
PR36920,SP,1,337662,538099,1.5935996596369553
PR36919,SP,1,337655,538097,1.5936283921155956
PR36924,SP,1,337671,538096,1.5935487245119162
PR36926,SP,1,337656,538094,1.5936141723557276
PR35465,SP,1,312479,532341,1.7036066649671404
PR35464,SP,1,312481,532340,1.703589277970399
PR37681,SP,1,320265,531679,1.6601189993146626
PR37682,SP,1,320263,531678,1.6601288695774192
PR36800,SP,1,291353,528421,1.8136743879985395
PR36799,SP,1,291345,528414,1.8137013130101756
PR37714,SP,1,294462,526443,1.7878102922923884
PR37713,SP,1,294460,526434,1.7877902665553356
PR37945,SP,1,310852,525062,1.6891034372183955
PR37001,SP,1,299107,522084,1.7454758907750558
PR37000,SP,1,299090,522081,1.7455676302929677
PR36832,SP,1,304845,521710,1.7113914269386592
PR36831,SP,1,304839,521707,1.711418051875427
PR36850,SP,1,330325,515082,1.5593178757015955
PR36851,SP,1,330328,515075,1.5592847525365607
PR35785,SP,1,288945,513649,1.777669302805756
PR35553,SP,1,324289,510915,1.5754909875818777
PR35552,SP,1,324293,510903,1.5754349072876286
PR36849,SP,1,322618,508619,1.5765363957601772
PR37478,SP,1,296967,502836,1.6932363768560483
PR37479,SP,1,296969,502828,1.6932021726835935
PR35576,SP,1,288885,498558,1.725799902521832
PR35575,SP,1,288883,498545,1.725764052043211
PR37904,SP,1,291498,497244,1.7058228893247904
PR37905,SP,1,291502,497238,1.7057766612953063
PR36420,SP,1,277479,493333,1.7779105283588048
PR36421,SP,1,277494,493331,1.7778075962059332
PR37240,SP,1,275786,490807,1.7796618976340752
PR37241,SP,1,275777,490806,1.7797185405819231
PR34866,SP,1,303546,490145,1.6147275955592062
PR37242,SP,1,275486,490045,1.7788360458649923
PR37089,SP,1,306082,489046,1.5977591812096832
PR37088,SP,1,306091,489038,1.5976881948452415
PR37943,SP,1,288189,487991,1.693299967306216
PR37944,SP,1,288190,487977,1.6932480989390382
PR35735,SP,1,258515,485893,1.879555427404943
PR37548,SP,1,270595,484792,1.7915735835346822
PR37938,SP,1,278085,482633,1.73555574966024
PR37937,SP,1,278084,482630,1.7355504264256039
PR36417,SP,1,268658,478453,1.780898914253799
PR34776,SP,1,265765,475063,1.7875310382257588
PR34775,SP,1,265770,475058,1.787476369653311
PR36419,SP,1,266144,473413,1.7787823904292022
PR37482,SP,1,306284,470931,1.5375600723535694
PR36789,SP,1,262239,468632,1.7870387283084903
PR36790,SP,1,262224,468619,1.7870945443848152
PR36791,SP,1,262240,468614,1.7869636346899476
PR36792,SP,1,262240,468613,1.7869584172749275
PR37795,SP,1,240705,468059,1.9445351593450713
PR37794,SP,1,240709,468047,1.9444479733640747
PR37062,SP,1,279505,462336,1.6541250599854262
PR37247,SP,1,279510,462325,1.6540568645702103
PR37063,SP,1,279520,462325,1.6539925403076288
PR36824,SP,1,246569,461033,1.8697888950971822
PR36823,SP,1,246572,461021,1.8697210512460571
PR37429,SP,1,265448,460976,1.7365946767483291
PR36905,SP,1,295643,460790,1.5586040199808417
PR36906,SP,1,295652,460782,1.5585312343164461
PR35021,SP,1,290944,457364,1.5720006794433268
PR35019,SP,1,290941,457363,1.572011403532711
PR35020,SP,1,290933,457355,1.572027313718186
PR35018,SP,1,290928,457352,1.5720430179968294
PR36760,SP,1,271363,455750,1.6794840405393245
PR36759,SP,1,271363,455748,1.6794792910119056
PR36822,SP,1,272401,453771,1.6658231432726436
PR37525,SP,1,305356,452457,1.4817344860043427
PR37516,SP,1,255682,445964,1.744208032314393
PR37515,SP,1,255670,445957,1.7442621845402748
PR36862,SP,1,238856,444132,1.8594070641800227
PR36863,SP,1,238863,444128,1.8593378246770034
PR37552,SP,1,247144,437423,1.769913373206699
PR37008,SP,1,265458,436697,1.6450682643760677
PR37009,SP,1,265467,436690,1.6449847474962036
PR36883,SP,1,292499,436658,1.4928547308841569
PR36884,SP,1,292487,436658,1.492914883867182
PR37553,SP,1,246258,435533,1.7686001065465025
PR37554,SP,1,246264,435532,1.7685544483405709
PR37800,SP,1,253283,435308,1.7186595160036724
PR37801,SP,1,253275,435299,1.718677593684918
PR37709,SP,1,226275,431779,1.908204375118136
PR37710,SP,1,226258,431773,1.9083245800570974
PR35491,SP,1,257956,430437,1.6686472228459286
PR35492,SP,1,257959,430436,1.6686190393434817
PR36848,SP,1,246842,429273,1.7390567459616224
PR36847,SP,1,246849,429267,1.738982374391695
PR36021,SP,1,256976,428253,1.6665130855579733
PR36022,SP,1,256975,428246,1.6664852489114252
PR36150,SP,1,251464,421501,1.6761834063806182
PR36149,SP,1,251470,421494,1.6761164889633857
PR37814,SP,1,259476,414486,1.5973957239182472
PR37815,SP,1,259489,414485,1.5973136218869413
PR37101,SP,1,229090,414019,1.8072324140419735
PR37100,SP,1,229079,414016,1.8073047350390778
PR36130,SP,1,215837,413836,1.9173485788478957
PR36129,SP,1,215831,413833,1.9173864164868275
PR37571,SP,1,235208,412911,1.7555114037458144
PR35448,SP,1,237595,411685,1.7327171937956913
PR36123,SP,1,261138,407743,1.5614063371424485
PR36125,SP,1,261138,407735,1.5613745002230421
PR36124,SP,1,261136,407733,1.5613784012689444
PR37086,SP,1,271349,407295,1.5010004086986102
PR37087,SP,1,271342,407290,1.501020683701636
PR37451,SP,1,196753,406120,2.0641069747988894
PR35754,SP,1,210276,404576,1.924017451839828
PR36801,SP,1,268292,404494,1.50766205887695
PR37925,SP,1,216092,394607,1.826103263937643
PR37924,SP,1,216092,394602,1.8260820290750022
PR37027,SP,1,250575,392016,1.5644667110924768
PR37026,SP,1,250569,392008,1.5644671638614405
PR34792,SP,1,206609,391065,1.8927807857400247
PR34793,SP,1,206604,391056,1.8927742154508673
PR37024,SP,1,249429,389730,1.5624894083115493
PR37025,SP,1,249425,389729,1.5625085045352578
PR37576,SP,1,244738,389671,1.5921902833864179
PR36842,SP,1,257998,387410,1.5015988280545205
PR36030,SP,1,197678,385314,1.9491995774139452
PR36029,SP,1,197690,385309,1.9490483804335528
PR37022,SP,1,231031,385031,1.6665746734113192
PR37023,SP,1,231037,385027,1.66651873942269
PR36157,SP,1,197178,384453,1.9497690522979039
PR36156,SP,1,197172,384442,1.949777344564048
PR37704,SP,1,201807,383509,1.9003778459352674
PR37703,SP,1,201803,383503,1.9003807616908714
PR34850,SP,1,193333,380099,1.9660309336340231
PR34851,SP,1,193326,380096,1.9660801489042576
PR34784,SP,1,222282,378957,1.7048409164699165
PR34783,SP,1,222273,378945,1.7048595213249234
PR35783,SP,1,233238,369221,1.5830192168259463
PR35784,SP,1,233246,369220,1.582963480807312
PR36120,SP,1,242885,368552,1.5173883122462672
PR36119,SP,1,242884,368547,1.5173810187166965
PR37708,SP,1,194158,368011,1.8954178781338056
PR37707,SP,1,194147,367999,1.8954658176056476
PR35449,SP,1,233744,367354,1.57160409256696
PR35714,SP,1,189900,364878,1.9214202907785156
PR35715,SP,1,189907,364866,1.9212863199560417
PR35000,SP,1,213243,362462,1.6997555709568042
PR37511,SP,1,204039,361823,1.77329933405584
PR37512,SP,1,204052,361811,1.7731286842201728
PR37513,SP,1,204042,361808,1.77319744357619
PR37514,SP,1,204046,361806,1.7731536028199781
PR37549,SP,1,212058,360932,1.7020401969377006
PR35717,SP,1,189224,359006,1.897250953668639
PR35716,SP,1,189231,358991,1.8970984535637103
PR37726,SP,1,224630,358518,1.5960339032563327
PR37725,SP,1,224638,358518,1.5959756405589092
PR36821,SP,1,206390,355001,1.720051328038377
PR37809,SP,1,177403,354392,1.997657379572828
PR37808,SP,1,177402,354376,1.9975803094482416
PR37810,SP,1,177236,353881,1.9966641756454864
PR37811,SP,1,177247,353874,1.99650059944428
PR37832,SP,1,227451,353404,1.5537621249683065
PR37833,SP,1,227455,353401,1.553715710192547
PR34770,SP,1,214923,351598,1.635921830484198
PR37721,SP,1,204412,351088,1.7175533894102044
PR37016,SP,1,233674,350771,1.5011133866416884
PR37017,SP,1,233666,350760,1.5011153063546827
PR37812,SP,1,224990,350306,1.5569798949601728
PR37813,SP,1,224985,350304,1.5570061844753498
PR34985,SP,1,204650,347468,1.6978645843742362
PR34986,SP,1,204659,347465,1.6977775747302957
PR37718,SP,1,213997,343906,1.6070629445298688
PR35790,SP,1,230364,343463,1.4909573543325134
PR35789,SP,1,230359,343458,1.490967585182083
PR37445,SP,1,184348,342817,1.8596146629480625
PR37446,SP,1,184349,342808,1.859552964106019
PR37706,SP,1,182047,341437,1.8755451611747909
PR37705,SP,1,182054,341432,1.8754474220951098
PR37010,SP,1,214040,339108,1.5843148590465785
PR36779,SP,1,181696,339033,1.8659335385475653
PR34998,SP,1,216338,336607,1.5559340014236982
PR34999,SP,1,216333,336598,1.5559254272782648
PR35773,SP,1,208798,332445,1.5921803878081744
PR35767,SP,1,208787,332444,1.5922592541167018
PR35770,SP,1,208792,332443,1.5922231820287438
PR35766,SP,1,208803,332442,1.5921292178929607
PR35775,SP,1,208785,332440,1.59225710091123
PR35772,SP,1,208803,332440,1.592120779497868
PR35769,SP,1,208797,332437,1.592154436339249
PR35774,SP,1,208785,332435,1.5922313007987756
PR35771,SP,1,208795,332431,1.5921405431915232
PR35768,SP,1,208798,332429,1.5921114968320584
PR34852,SP,1,179019,330701,1.8472897061885132
PR34842,SP,1,197745,329361,1.6655869434350643
PR34843,SP,1,197740,329353,1.6655828408158617
PR35480,SP,1,210033,322994,1.5378192574369078
PR35479,SP,1,210027,322978,1.5377960236754187
PR37933,SP,1,205093,321186,1.5660459585057949
PR37934,SP,1,205097,321172,1.5659508373878313
PR36897,SP,1,169705,320586,1.889074242677712
PR36896,SP,1,169691,320577,1.8891738695272562
PR36804,SP,1,204908,318914,1.5563785100867684
PR36805,SP,1,204908,318910,1.556355201039135
PR35462,SP,1,188101,317323,1.6869825355060446
PR35463,SP,1,188108,317317,1.6868871857473386
PR37453,SP,1,172547,316417,1.83379520569591
PR37452,SP,1,172546,316416,1.8338031672452437
PR35029,SP,1,210116,310725,1.478823223643353
PR35028,SP,1,210124,310712,1.4787038444489984
PR35030,SP,1,209831,310226,1.478453993081701
PR36907,SP,1,196683,307349,1.562661010869513
PR36908,SP,1,196682,307344,1.562645275432076
PR36160,SP,1,204029,306569,1.502574435423949
PR36165,SP,1,204016,306564,1.5026492496235349
PR36166,SP,1,204021,306557,1.502570631275951
PR36164,SP,1,204026,306557,1.5025353554354821
PR37481,SP,1,186895,304442,1.6289482995642537
PR37480,SP,1,186898,304433,1.628865453158219
PR35582,SP,1,166630,303994,1.8243665103164386
PR35581,SP,1,166621,303993,1.8244582248662762
PR35792,SP,1,166001,302754,1.8238007376183747
PR35804,SP,1,194052,302098,1.556788947623426
PR35803,SP,1,194049,302086,1.5567530009526966
PR36895,SP,1,161848,301932,1.8655329074193072
PR35791,SP,1,165271,300696,1.819409996064656
PR35445,SP,1,191234,294225,1.5385541350277803
PR35444,SP,1,191236,294213,1.5384793657613096
PR35583,SP,1,149346,292614,1.9592954896133057
PR35559,SP,1,176552,286235,1.6212543904901922
PR35558,SP,1,176558,286234,1.621182936155947
PR35009,SP,1,187221,285310,1.5239136554003565
PR35010,SP,1,187222,285301,1.5238633711829932
PR34806,SP,1,173079,279600,1.615446147837351
PR34807,SP,1,173063,279600,1.6155946895761901
PR36766,SP,1,185685,279360,1.5044763207216827
PR36765,SP,1,185687,279357,1.504446195410505
PR37441,SP,1,171099,278627,1.6284504263045523
PR35557,SP,1,171986,277650,1.6143761036502369
PR35556,SP,1,171972,277647,1.6144849861213315
PR35002,SP,1,187383,277107,1.4788254238576166
PR34859,SP,1,142970,276649,1.9350056885733744
PR34858,SP,1,142963,276646,1.935093788220103
PR37914,SP,1,152182,276401,1.816247549159082
PR37915,SP,1,152183,276397,1.8162119361783848
PR36117,SP,1,188154,274577,1.4593189596123357
PR36118,SP,1,188141,274575,1.4594093576598055
PR37942,SP,1,177599,273655,1.5408595291434941
PR37941,SP,1,177590,273654,1.540930026937774
PR37439,SP,1,173151,272664,1.5747187628464445
PR37683,SP,1,159939,270231,1.689586452356129
PR37684,SP,1,159938,270216,1.6895034653945111
PR35590,SP,1,174720,269526,1.5426206568460445
PR35589,SP,1,174706,269526,1.5427362200454033
PR37235,SP,1,174626,269385,1.5426329439334088
PR35487,SP,1,174621,269383,1.5426760782042817
PR37234,SP,1,174618,269382,1.5426880383078718
PR35488,SP,1,174624,269374,1.5425897007829303
PR37447,SP,1,150028,264370,1.762132461498982
PR37448,SP,1,150023,264365,1.7621516906830494
PR35724,SP,1,153858,263328,1.7114950413999315
PR37715,SP,1,148758,262770,1.766420325759946
PR34781,SP,1,161580,262769,1.6262429469458328
PR34782,SP,1,161585,262764,1.6261625943515707
PR37716,SP,1,148752,262764,1.7664496757640429
PR34983,SP,1,160802,262397,1.6318044059883314
PR34982,SP,1,160809,262396,1.631726890048746
PR37529,SP,1,175715,259966,1.479474112595167
PR37527,SP,1,175723,259958,1.4793563761301474
PR37530,SP,1,175731,259952,1.4792581128155262
PR36807,SP,1,163326,255916,1.5669058241381322
PR36806,SP,1,163320,255910,1.5669259711427053
PR35787,SP,1,149056,255717,1.7155734303200618
PR36885,SP,1,140206,255314,1.8209891463856056
PR36886,SP,1,140202,255307,1.8209897526937782
PR37821,SP,1,131590,255149,1.9389698965282212
PR37820,SP,1,131588,255144,1.9389601367963878
PR36114,SP,1,163312,253919,1.5548053460565576
PR36115,SP,1,163297,253919,1.5549533002047982
PR35776,SP,1,165305,252939,1.5301349728390128
PR35777,SP,1,165303,252920,1.5300366289508271
PR36020,SP,1,128132,252434,1.9701113835210329
PR36019,SP,1,128129,252431,1.9701304259803645
PR37454,SP,1,143563,252355,1.7577985906129652
PR37463,SP,1,168269,246925,1.4674367069255785
PR37916,SP,1,137804,244881,1.777025608545562
PR37917,SP,1,137796,244869,1.777035606536548
PR37565,SP,1,161422,244803,1.5165378017783169
PR35723,SP,1,147650,241335,1.6345107988008682
PR35722,SP,1,147662,241332,1.634355658791065
PR37932,SP,1,147695,239340,1.6204952014897644
PR35577,SP,1,157220,233497,1.4851657027103147
PR35578,SP,1,157204,233486,1.4852420029838884
PR36825,SP,1,153299,232715,1.5180446434564598
PR34818,SP,1,142982,228929,1.6011002607522447
PR34817,SP,1,142989,228925,1.6009935663310602
PR37822,SP,1,129633,226142,1.744479814294658
PR37823,SP,1,129623,226139,1.7445905630489524
PR37680,SP,1,136236,225805,1.6574578542541234
PR35466,SP,1,134493,225590,1.677339804049427
PR36836,SP,1,150635,224294,1.4889864074699966
PR36835,SP,1,150635,224294,1.4889828372894955
PR37080,SP,1,132951,222563,1.674022282414607
PR37486,SP,1,121741,219823,1.805661522377011
PR37213,SP,1,152605,217806,1.427250787160358
PR37212,SP,1,152616,217802,1.4271197159893088
PR37532,SP,1,146927,216246,1.471795841052865
PR34861,SP,1,114504,215422,1.8813445493225194
PR34860,SP,1,114512,215412,1.8811218819801283
PR37245,SP,1,133244,215322,1.6159977214836474
PR37246,SP,1,133253,215311,1.6157959701880307
PR37828,SP,1,127361,211853,1.663395749983217
PR37829,SP,1,127373,211845,1.6631807855020757
PR36797,SP,1,131822,210705,1.5984030016165705
PR36798,SP,1,131820,210704,1.5984227316716217
PR34787,SP,1,142610,209343,1.4679421575695257
PR36813,SP,1,142218,207167,1.456688444258658
PR36773,SP,1,138933,202664,1.4587106589952978
PR36774,SP,1,138925,202664,1.4587957210484288
PR34786,SP,1,138522,202084,1.4588570487619068
PR34785,SP,1,138529,202077,1.4587308263998606
PR37244,SP,1,125624,200423,1.5954119612573683
PR37243,SP,1,125625,200420,1.5953730745322803
PR36375,SP,1,136491,200021,1.4654535453251536
PR36374,SP,1,136473,200007,1.4655403606229063
PR34868,SP,1,121223,195728,1.6146084083785328
PR34869,SP,1,121220,195726,1.6146249524730785
PR37209,SP,1,123443,192084,1.5560430822212767
PR37208,SP,1,123452,192082,1.5559225245348909
PR37437,SP,1,131026,190801,1.4562101949717523
PR37438,SP,1,131010,190796,1.456342004405594
